Country Name,2020
Armenia,99.788612366
Mongolia,99.183273315
Europe & Central Asia (excluding high income),99.077468872
Europe & Central Asia (IDA & IBRD countries),99.044281006
Spain,98.594459534
Europe & Central Asia,98.428283691
North Macedonia,98.363571167
Saudi Arabia,97.585067749
West Bank and Gaza,97.514457703
Late-demographic dividend,96.472198486
Kuwait,96.457542419
East Asia & Pacific (excluding high income),96.173149109
East Asia & Pacific (IDA & IBRD countries),96.126319885
Indonesia,95.999008179
East Asia & Pacific,95.919792175
Upper middle income,95.796821594
Colombia,95.636329651
Mexico,95.247848511
Paraguay,94.544548035
Peru,94.497932434
Latin America & Caribbean,94.45123291
Latin America & the Caribbean (IDA & IBRD countries),94.356307983
Latin America & Caribbean (excluding high income),94.33152771
Ecuador,93.626098633
IBRD only,89.62664032
Small states,87.106109619
World,86.68221283
Middle income,86.671310425
Other small states,85.637748718
IDA & IBRD total,84.653793335
Low & middle income,84.543670654
Early-demographic dividend,80.307258606
Middle East & North Africa,79.648681641
Middle East & North Africa (excluding high income),76.718391418
Lower middle income,76.488456726
Middle East & North Africa (IDA & IBRD countries),76.476593018
Bangladesh,74.9088974
South Asia,73.654518127
South Asia (IDA & IBRD),73.654518127
Arab World,73.367767334
IDA blend,67.392326355
IDA total,67.007369995
IDA only,66.582649231
Sub-Saharan Africa,65.858718872
Sub-Saharan Africa (IDA & IBRD countries),65.858718872
Sub-Saharan Africa (excluding high income),65.813369751
Least developed countries: UN classification,65.415779114
Fragile and conflict affected situations,63.981880188
Pre-demographic dividend,63.079029083
Heavily indebted poor countries (HIPC),63.050411224
Low income,61.368900299
Mali,30.76140976
