Country Name,2018
Kazakhstan,99.83695
Saudi Arabia,96.36052
Oman,96.19256
"Hong Kong SAR, China",96.14117
Georgia,95.94754
Belarus,95.63948
Barbados,93.63078
North America,93.06775
Serbia,92.06535
European Union,91.46641
Sri Lanka,91.03783
High income,90.81931
Post-demographic dividend,90.7899
Euro area,90.60507
Bahrain,90.19346
Europe & Central Asia,89.92563
Central Europe and the Baltics,89.73885
St. Vincent and the Grenadines,89.47196
OECD members,89.36801
Peru,89.30975
Montenegro,89.07485
Antigua and Barbuda,88.78981
Azerbaijan,88.53256
Europe & Central Asia (IDA & IBRD countries),88.43456
Europe & Central Asia (excluding high income),88.08639
West Bank and Gaza,87.22641
Albania,86.60827
"Macao SAR, China",86.42111
Ecuador,84.67039
Kyrgyz Republic,84.38733
Mauritius,84.30832
Cuba,84.18162
"Egypt, Arab Rep.",82.77635
Brunei Darussalam,82.64549
Late-demographic dividend,82.59895
Costa Rica,82.44799
Upper middle income,82.24137
St. Lucia,81.31252
Seychelles,80.06115
East Asia & Pacific,78.90534
Indonesia,78.73112
East Asia & Pacific (excluding high income),78.46543
East Asia & Pacific (IDA & IBRD countries),78.31161
Moldova,77.95594
Latin America & Caribbean,77.50429
Colombia,77.47078
Latin America & the Caribbean (IDA & IBRD countries),77.43196
Latin America & Caribbean (excluding high income),77.29944
Bolivia,76.55438
Caribbean small states,74.27317
Jamaica,73.96802
IBRD only,73.57131
Middle East & North Africa,72.89887
Malaysia,72.21113
Belize,71.149
Middle East & North Africa (excluding high income),70.61009
Dominican Republic,70.60614
Cabo Verde,70.42826
Middle East & North Africa (IDA & IBRD countries),70.25002
Bhutan,70.19893
Middle income,68.12466
Tuvalu,66.72794
Bangladesh,66.54968
San Marino,66.54351
World,66.27183
Morocco,64.4924
Early-demographic dividend,64.08017
Myanmar,64.05857
Arab World,63.51428
IDA & IBRD total,63.32784
Low & middle income,63.29202
Timor-Leste,62.73563
Jordan,62.59678
"Bahamas, The",62.4958
El Salvador,61.83092
South Asia,60.5279
South Asia (IDA & IBRD),60.5279
Lao PDR,60.0122
Lower middle income,59.91367
Ghana,58.2609
Comoros,50.35748
Afghanistan,50.1407
IDA blend,44.93787
Guatemala,43.77665
Sierra Leone,41.76675
IDA total,41.64309
Eritrea,41.57501
Cote d'Ivoire,40.19814
IDA only,39.94525
Least developed countries: UN classification,38.05158
Fragile and conflict affected situations,37.62826
Pakistan,37.40039
Rwanda,35.87144
Sub-Saharan Africa,35.58426
Sub-Saharan Africa (IDA & IBRD countries),35.58426
Sub-Saharan Africa (excluding high income),35.58147
Pre-demographic dividend,35.01341
Malawi,34.23885
Low income,33.57867
Heavily indebted poor countries (HIPC),32.8487
Burkina Faso,31.00148
Mauritania,30.97658
Mali,29.92706
Madagascar,29.84739
Burundi,27.52277
Tanzania,26.54777
